Year,CO2_Wm-2,CH4_Wm-2,N2O_Wm-2,Minor_GHGs_Wm-2,TropO3_Wm-2,StratO3_Wm-2,StratH2O_CH4ox_Wm-2,Contrails,Aerosols,SnowBC_Wm-2,Landuse_Wm-2,Volcanic_Wm-2,Solar_Wm-2
1788.0,0.007578941718917648,0.008834408340612101,0.001553775894423697,-1.0829711685190091e-08,0.013601259875960059,-0.0,0.001060129000873452,0.0,-0.04358786949092077,0.0035117639060568604,-0.0016765327503430996,0.014971077,0.034
1789.0,0.008152748050797711,0.009166481955922305,0.0016202476755210935,-1.1434814233098221e-08,0.014166902708481387,-0.0,0.0010999778347106767,0.0,-0.04538070640800182,0.003654360395550062,-0.0018223182044209997,0.078663385,-0.033
1790.0,0.00874677614901924,0.009527742989323455,0.0016872847848160128,-1.2064655354436124e-08,0.014740503561721782,-0.0,0.0011433291587188146,0.0,-0.047170475910190995,0.0037977258343634118,-0.0019741780566858995,0.100817231,-0.058
1791.0,0.009368643307824156,0.009919490305013753,0.0017548825232368331,-1.271929801643523e-08,0.015322407425548261,-0.0,0.0011903388366016504,0.0,-0.04896194218150764,0.003941884004944376,-0.0021321122957588994,0.106355692,-0.056
1792.0,0.010006689301707266,0.010339268101910172,0.0018228996900900001,-1.3398805186966455e-08,0.015912078371870014,-0.0,0.0012407121722292206,0.0,-0.050745669303228665,0.004086859332509271,-0.0022961209330188996,0.107048,-0.051
1793.0,0.01066182250263618,0.010784299768491708,0.0018914014752573415,-1.4103245600807667e-08,0.01650890404554662,-0.0,0.001294115972219005,0.0,-0.05252642117878712,0.00423267718170581,-0.002466203968465899,0.107048,-0.065
1794.0,0.01133352543690362,0.011252399149398037,0.0019606577004851284,-1.4832693762201642e-08,0.017112412895886917,-0.0,0.0013502878979277644,0.0,-0.05430422976252729,0.004379363609394314,-0.002642361390720999,-0.001644308,-0.064
1795.0,0.012019130924230959,0.011741446881792234,0.0020307991597780977,-1.55872184033683e-08,0.017722148005593477,-0.0,0.001408973625815068,0.0,-0.05607912596175492,0.004526945414091471,-0.002824593211163099,0.107048,-0.027
1796.0,0.012723152310664248,0.01224923052937611,0.0021018187715398265,-1.6366894024713473e-08,0.018337632955372326,-0.0,0.0014699076635251332,0.0,-0.05785114089228842,0.004675450383189122,-0.0030128994297921987,-0.433644308,-0.033
1797.0,0.013439064126304986,0.012773636018258393,0.002173709577649521,-1.7171800894828947e-08,0.018958413074105555,-0.0,0.001532836322191007,0.0,-0.05962504097491707,0.004824906946847961,-0.0032072800352293987,0.057894154,-0.043
1798.0,0.014174649623094284,0.013312510212690623,0.0022464646501539984,-1.8002019280388027e-08,0.019584027074272217,-0.0,0.0015975012255228748,0.0,-0.0613913895958722,0.004975344870210136,-0.0034077350388535986,0.095971077,-0.045
1799.0,0.014928735718973084,0.013863717777475972,0.0023202823101808583,-1.885762944678504e-08,0.020214016155587967,-0.0,0.0016636461332971166,0.0,-0.06315495556756212,0.005126793572311496,-0.0036142644292858988,0.105663385,-0.047
1800.0,0.015708954133600593,0.014428918481959341,0.0023953589180668805,-1.9738711657495858e-08,0.02084882124065697,-0.0,0.001731470217835121,0.0,-0.06492050084726414,0.0052792855377008655,-0.003826868217905199,0.107048,-0.055
1801.0,0.016503396062655003,0.015016844262335568,0.002471751987907111,-2.0645357713647174e-08,0.02149055981537563,-0.0,0.001802021311480268,0.0,-0.0666785933725939,0.005432852410383189,-0.004045546404711499,0.000432615,-0.021
1802.0,0.01732837322453623,0.015634703556223033,0.00254945008789438,-2.157766229854019e-08,0.02214099442595632,-0.0,0.0018761644267467638,0.0,-0.06844346720981016,0.005587527317676143,-0.004270298978325899,0.073817231,-0.01
1803.0,0.018157073239156222,0.01628089920756551,0.002628442716254582,-2.253571720882519e-08,0.022799807132136404,-0.0,0.001953707904907861,0.0,-0.07019148679864178,0.005743344870210137,-0.0045011259501273,0.099432615,-0.033
1804.0,0.019002505862055045,0.016949668351731506,0.002708856331651522,-2.3519620009338382e-08,0.023141269102818763,-0.0,0.0020339602022077805,0.0,-0.07194162016905556,0.005900340173053153,-0.004738027320115699,-0.052182769,-0.04
1805.0,0.019858206689029934,0.01763531365180423,0.0027908848247360733,-2.4529471147090473e-08,0.024137355066912825,-0.0,0.0021162376382165074,0.0,-0.07368916717931105,0.006058549814585909,-0.004981003076912199,0.058586462,-0.046
1806.0,0.020738699682652365,0.018332123168537464,0.00287458370489803,-2.556537395254566e-08,0.024813502007836226,-0.0,0.0021998547802244955,0.0,-0.07543889640125571,0.006218011372064277,-0.005230053231895699,0.095971077,-0.036
1807.0,0.021633898674124654,0.01903440086378031,0.0029598715184011534,-2.6627434638982094e-08,0.025206637658235397,-0.0,0.002284128103653637,0.0,-0.07718137606131426,0.006378762917181707,-0.005485177785066199,0.105663385,-0.057
1808.0,0.02254376041750188,0.019736467875797022,0.0030468725323771224,-2.7715765185305943e-08,0.025721263472198694,-0.0,0.0023683761450956427,0.0,-0.07892137183001169,0.0065408454882571075,-0.005746376725044799,0.107048,-0.065
1809.0,0.0234681683099311,0.020432638159953265,0.003135641703025701,-2.8830480454516306e-08,0.026294764335640583,-0.0,0.002451916579194392,0.0,-0.08065892187259663,0.00670429913473424,-0.0060136500632103984,-4.702413538,-0.065
1810.0,0.024207162368149494,0.021120157962581106,0.0032263028813963113,-2.997169530641486e-08,0.027537705632175315,-0.0,0.0025344189555097326,0.0,-0.08239405836834829,0.006869167367119902,-0.006286997788184099,-1.453413538,-0.07
1811.0,0.0250068288668748,0.021802727030644647,0.0033189072504915167,-3.1139530367710226e-08,0.028220460004286595,-0.0,0.0026163272436773577,0.0,-0.08413155439306855,0.007035492707045735,-0.006566419911344799,-0.471721231,-0.072
1812.0,0.02587224674821729,0.02248617564029497,0.0034135066970234305,-3.233411203329695e-08,0.028905599004207853,-0.0,0.0026983410768353965,0.0,-0.08586197586428623,0.007203321137206427,-0.006851916432692499,-0.106182769,-0.072
1813.0,0.02679507671450922,0.023172278353462722,0.003510153124325015,-3.355556957960459e-08,0.029593610177660813,-0.0,0.0027806734024155267,0.0,-0.08759009501546593,0.00737269913473424,-0.007143487340848299,0.031586462,-0.069
1814.0,0.02776389612703817,0.023860351578536495,0.0036089665812034846,-3.48040380486907e-08,0.030284398106460275,-0.0,0.002863242189424379,0.0,-0.08931594831366556,0.00754367416563659,-0.007441132647191099,0.107048,-0.064
1815.0,0.028778989508086963,0.024549727344874265,0.0037099294240741103,-3.607965248133382e-08,0.030977871367729927,-0.0,0.0029459672813849118,0.0,-0.09104430761742391,0.0077162956736712,-0.007744852351720899,-7.943798154,-0.062
1816.0,0.02942030869112271,0.025239753066755362,0.003813163857962864,-3.7382553685219477e-08,0.03167394582918037,-0.0,0.0030287703680106433,0.0,-0.0927704768329726,0.00789061458590853,-0.0080546464430588,-3.045028923,-0.052
1817.0,0.03013921462885463,0.025929765925947125,0.003918784864208007,-3.8712891118393606e-08,0.03237253399725587,-0.0,0.003111571911113655,0.0,-0.09449449327139689,0.008066683807169345,-0.0083705149325837,-1.567644308,-0.048
1818.0,0.03096695421757586,0.026619095959861304,0.004026841033789662,-4.007081423570469e-08,0.03307355039193993,-0.0,0.003194291515183356,0.0,-0.09621166387953746,0.008244556736711992,-0.0086924578089167,-0.526413538,-0.053
1819.0,0.03191601710686606,0.027307093905230683,0.004137312399702331,-4.145648114491962e-08,0.03377691687499245,-0.0,0.003276851268627682,0.0,-0.09792675956528407,0.00842429023485785,-0.0090204750834367,-0.126259692,-0.054
1820.0,0.032958872308252174,0.02799330827933394,0.004250247750649817,-4.287005571751479e-08,0.034482602171997216,-0.0,0.0033591969935200727,0.0,-0.09963982187770605,0.008605941161928306,-0.0093545667561437,0.080048,-0.059
1821.0,0.03407167741069227,0.028677897192169417,0.004365695385511165,-4.431170182304812e-08,0.03519072635750144,-0.0,0.0034413476630603297,0.0,-0.10135089231047568,0.008789568355995056,-0.0096947328156588,0.107048,-0.065
1822.0,0.03524078102293761,0.02936138894715163,0.004483703082074333,-4.578158909734498e-08,0.035901498731640016,-0.0,0.0035233666736581956,0.0,-0.10306474388360545,0.008975233621755254,-0.0100409732733609,0.107048,-0.066
1823.0,0.03644983214394426,0.03004413833870366,0.004604454787875042,-4.727989871132366e-08,0.03661509104377321,-0.0,0.003605296600644439,0.0,-0.1047766838937429,0.00916300024721879,-0.010393288129249998,0.107048,-0.068
1824.0,0.037680676902160856,0.03072637211904434,0.004727928178522386,-4.880681471743742e-08,0.03733164722108631,-0.0,0.0036871646542853205,0.0,-0.10648202265611674,0.009352932509270705,-0.0107516773719472,0.107048,-0.059
1825.0,0.03893877689327965,0.031408305286653636,0.004854169171400352,-5.036252116302365e-08,0.03805131030062703,-0.0,0.0037689966343984363,0.0,-0.10819026732474155,0.009545097651421508,-0.0111161410128314,0.107048,-0.052
1826.0,0.04020996074110194,0.03209014408379149,0.004983223478290775,-5.194721363243105e-08,0.03877422506992161,-0.0,0.0038508172900549786,0.0,-0.10989199676884805,0.009739564894932015,-0.011486679051902602,0.107048,-0.044
1827.0,0.041502255879905296,0.03277208899559668,0.00511527269631488,-5.356109347371785e-08,0.0395005382352045,-0.0,0.003932650679471602,0.0,-0.1115967207549602,0.009936405438813353,-0.0118632914777819,0.107048,-0.018
1828.0,0.04280462783870557,0.033454362419689215,0.00525036059374102,-5.5204367801209746e-08,0.040230403839215695,-0.0,0.004014523490362706,0.0,-0.11329501790742455,0.010135692459826949,-0.0122459783018482,0.107048,-0.008
1829.0,0.04411741917937804,0.03413718331898871,0.005388462240833556,-5.6877249494860395e-08,0.040963979764726516,-0.0,0.0040964619982786455,0.0,-0.11499166661914197,0.010337501606922126,-0.012634739512722601,0.107048,-0.006
1830.0,0.04549197679974913,0.03481930832446793,0.005529552638409363,-5.857996296843737e-08,0.04170107239057587,-0.0,0.004178316998936151,0.0,-0.11671511459286654,0.010541911001236096,-0.013029575121784003,0.107048,0.002
1831.0,0.046854176508051994,0.03549707957327187,0.005673676971113274,-6.031273263123182e-08,0.042440909561986526,-0.0,0.004259649548792624,0.0,-0.11840387095573894,0.010749001236093944,-0.013430485129032404,-0.957721231,0.002
1832.0,0.048157120959557154,0.03616830479118967,0.005821084245567618,-6.207579154225584e-08,0.04318307343935278,-0.0,0.00434019657494276,0.0,-0.12009585277931588,0.010958854882571076,-0.013837469523088904,-0.743798154,-0.02
1833.0,0.04945346759594187,0.03683492309715741,0.005971814967180386,-6.38693842949749e-08,0.04392814658631143,-0.0,0.00442019077165889,0.0,-0.12179111012784025,0.011171557478368356,-0.014250528315332404,-0.311798154,-0.035
1834.0,0.05076828898996695,0.03750061366780697,0.006125841013284947,-6.569375836247104e-08,0.044677139376791915,-0.0,0.004500073640136836,0.0,-0.1234802215109008,0.011387197527812117,-0.014669661505762904,-0.047336615,-0.038
1835.0,0.05212193391496249,0.03816903251852491,0.006283202648085348,-6.754917275100069e-08,0.045431061379668354,-0.0,0.004580283902222989,0.0,-0.12517270796798594,0.01160586501854141,-0.015094869083001504,-3.309490462,-0.033
1836.0,0.05329741766805371,0.03884381664229686,0.006443942657180099,-6.943589223244828e-08,0.04619092403421863,-0.0,0.004661257997075623,0.0,-0.12687808370959114,0.011827654882571075,-0.015526151058427102,-0.893336615,0.017
1837.0,0.054539977498368364,0.03952866273334545,0.006608234103357705,-7.135419311059365e-08,0.04695775974366366,-0.0,0.0047434395280014545,0.0,-0.12856326770590518,0.012052662546353522,-0.015963507420660803,-0.255028923,0.055
1838.0,0.055874401287216754,0.040227171976390495,0.00677618288727211,-7.330435745484464e-08,0.04773258309907117,-0.0,0.004827260637166859,0.0,-0.1302519806982302,0.012280987886279359,-0.016406938181081503,-0.025875077,0.051
1839.0,0.057281230949135405,0.04094296184248588,0.006947758162437737,-7.528667021166767e-08,0.04851642139369096,-0.0,0.004913155421098305,0.0,-0.13193954321589055,0.012512733745364648,-0.016856443339689203,0.059278769,0.028
1840.0,0.05875058502763316,0.04168181773465471,0.007123541948901771,-7.730143363144747e-08,0.04931083410193571,-0.0,0.005001818128158564,0.0,-0.13363074209523404,0.01274800543881335,-0.017312022885105003,0.074509538,0.027
1841.0,0.06025817705925392,0.042451527312468686,0.0073148075120401685,-7.934896438119664e-08,0.05011787957761783,-0.0,0.0050941832774962425,0.0,-0.13531616556067766,0.012986912731767615,-0.017773676828707802,0.098048,0.007
1842.0,0.061805243946400475,0.04325455146489064,0.007536544822536706,-8.142957912217241e-08,0.05093833410790398,-0.0,0.005190546175786877,0.0,-0.13700533983549906,0.0132295673671199,-0.018241405170497604,0.104971077,-0.006
1843.0,0.06337464693986097,0.04408478225642708,0.0077756193156829235,-8.354360893225986e-08,0.05177088335582455,-0.0,0.005290173870771249,0.0,-0.1386888531896349,0.013476085537700863,-0.0187152078990955,0.071048,-0.013
1844.0,0.06496956833443672,0.044932976111763265,0.007991159000987041,-8.569139353778608e-08,0.052613442579640214,-0.0,0.005391957133411592,0.0,-0.14037623304024693,0.013726586402966624,-0.019195085025880403,0.097355692,-0.024
1845.0,0.06660539319115837,0.04578993625882529,0.00813693098719747,-8.787328131032268e-08,0.05346393157088936,-0.0,0.005494792351059034,0.0,-0.14207227388950294,0.013981193572311494,-0.0196810365508523,0.104971077,-0.026
1846.0,0.06824114202684149,0.046646491851865306,0.0081967859875869,-9.008963504062704e-08,0.05432028390324675,-0.0,0.005597579022223837,0.0,-0.14374863341271532,0.014240034116192828,-0.0201730624626323,0.057894154,-0.024
1847.0,0.06990466128402448,0.04749336433170166,0.008205767133154908,-9.234082616406169e-08,0.055180425254417895,-0.0,0.0056992037198042,0.0,-0.14543850919222068,0.014503239060568605,-0.020671162772599304,0.093201846,-0.062
1848.0,0.07157480774776137,0.04832136376855986,0.008203248528460154,-9.4627234764431e-08,0.056042299991729765,-0.0,0.005798563652227183,0.0,-0.14711830079014676,0.014770942398022251,-0.0211753374693744,0.103586462,-0.018
1849.0,0.07327665132505576,0.049121307503644684,0.008200836047721389,-9.694924957014449e-08,0.05690384670692259,-0.0,0.005894556900437362,0.0,-0.14880700489964604,0.01504328454882571,-0.0216855865643365,0.106355692,0.043
1850.0,0.07501873009315416,0.04988074801436878,0.008283703089114929,4.249795725398248e-06,0.057615076499304196,-1.6034462924123254e-06,0.005985689761724254,0.0,-0.15049995454167697,0.015320407911001237,-0.0222019100574856,0.107048144,0.0210419
1851.0,0.0766517855649107,0.05077735861158747,0.008536199302579735,1.2943646713169227e-05,0.05760340709100266,-4.9861039937393666e-06,0.006093283033390496,0.0,-0.15163926707887948,0.01542023090234858,-0.0227103030262797,0.104520396,0.0134796
1852.0,0.07874127222568869,0.05183467174662774,0.008873270191281587,2.1642967565237062e-05,0.0577478191733517,-8.449163462864904e-06,0.006220160609595328,0.0,-0.1529556144006194,0.01552005389369592,-0.023277680946929502,0.062422531,0.0127106
1853.0,0.0806948487075311,0.052890903441271064,0.009210263339818572,3.0347551989268664e-05,0.058102480228307885,-1.1959445829811762e-05,0.006346908412952527,0.0,-0.15405035560439337,0.015619876390605686,-0.023843615647555598,0.104594283,-0.0009827
1854.0,0.08265819197542287,0.05394608215442849,0.009547177203211308,3.9050966206255196e-05,0.058351856562526866,-1.5501389617331504e-05,0.006473529858531418,0.0,-0.15518027838927145,0.01571969938195303,-0.024407800944716798,0.107048144,-0.0201447
1855.0,0.08456012421096011,0.054824482609656285,0.009884110981608633,4.774701920059362e-05,0.05864544161155275,-1.9065357326824066e-05,0.006578937913158754,0.0,-0.15626656551527315,0.01581952187886279,-0.0249695536264993,0.107048144,-0.0318939
1856.0,0.08651005289139467,0.05570214827789601,0.010220927530046704,5.644222409246409e-05,0.058989336550922256,-2.2649509745018483e-05,0.006684257793347521,0.0,-0.1573937334339948,0.015919344870210135,-0.0255372866371025,0.107048144,-0.0352692
1857.0,0.08845970761632664,0.05675446387911044,0.01055761421801888,6.514596587878078e-05,0.05938446238994756,-2.6254642893172776e-05,0.006810535665493253,0.0,-0.15850018568901586,0.01601916786155748,-0.0261110471875825,0.107048144,-0.0268951
1858.0,0.09041250358277352,0.05780573705944975,0.010894208810923154,7.38423343613972e-05,0.0597411629560109,-2.987189883546353e-05,0.0069366884471339695,0.0,-0.15960414632248848,0.01611899035846724,-0.0266904983031947,0.107048144,-0.0036957
1859.0,0.0924078210055742,0.05885594408475355,0.011230766185564633,8.25378431159955e-05,0.060013040606361194,-3.350222416374849e-05,0.007062713290170426,0.0,-0.16072688818063016,0.01621881334981459,-0.027275662662086798,0.107048144,0.0155304
1860.0,0.09446238037798789,0.05990508880164383,0.011567232409262112,9.12418775864575e-05,0.06023411550432718,-3.714817515024858e-05,0.0071886106561972595,0.0,-0.1618645470819385,0.016318635846724352,-0.0278661898965489,0.107048144,0.0299927
1861.0,0.09657296059917535,0.06095319237889141,0.011903635693356326,9.993852723773943e-05,0.060558525636598956,-4.0801973963329086e-05,0.007314383085466968,0.0,-0.16351599801486733,0.016437151050679853,-0.0284672502487529,-0.238838173,0.0271301
1862.0,0.09813151181021387,0.06200024983190285,0.012239958902708075,0.00010863430529272674,0.06221339931360896,-4.4465416283089334e-05,0.007440029979828342,0.0,-0.16480880192595038,0.01655566625463535,-0.0290062876648636,-0.340729896,0.010553
1863.0,0.0997942072305637,0.06304626373466587,0.012576159490870167,0.00011733859759164943,0.06389864517549393,-4.814168887613569e-05,0.0075655516481599044,0.0,-0.16634000450675754,0.016674181458590853,-0.0295453620510204,-0.053932266,0.000769
1864.0,0.10153857501592456,0.06409123644481705,0.012912268930973372,0.00012604484764655428,0.06444158634030134,-5.182737388743368e-05,0.007690948373378046,0.0,-0.16787123895698214,0.016792696662546354,-0.0300848792243129,0.069128523,-0.0089081
1865.0,0.1033387139691505,0.06530916635663186,0.013248234161155063,0.00013474362871475836,0.06474303978417845,-5.5517898814479974e-05,0.007837099962795824,0.0,-0.16939763879504935,0.016911211866501855,-0.0306251441165033,0.106588832,-0.0167053
1866.0,0.10514475454689459,0.06652567466147209,0.013584106753936894,0.00014344145792228918,0.06483890325844346,-5.921551518543945e-05,0.007983080959376651,0.0,-0.17090070132822263,0.017029727070457353,-0.0311655419370035,0.107047402,-0.0207428
1867.0,0.10698903689338855,0.06756719311900491,0.013920005056745637,0.00015214460650428397,0.06500579370523266,-6.292245253787735e-05,0.008108063174280589,0.0,-0.1724174921712336,0.017148241779975277,-0.0317042003219552,0.107048144,-0.0267456
1868.0,0.1088363012331644,0.0686076577425938,0.014255814939309665,0.00016083728561273173,0.06526954673189503,-6.663159051461462e-05,0.008232918929111255,0.0,-0.1739121840715721,0.017266756983930782,-0.0322412647619738,0.107048144,-0.0133514
1869.0,0.11070737435401069,0.06964709813067184,0.014591532304679062,0.00016949806685725478,0.06553512189823697,-7.033339288324642e-05,0.008357651775680621,0.0,-0.17541641130401364,0.01738527218788628,-0.0327766251889596,0.107048144,0.0110443
1870.0,0.11258628759708224,0.07085878949583184,0.014842961472524435,0.00017817803600624885,0.06580514851505732,-7.40493632520538e-05,0.00850305473949982,0.0,-0.17690960539144776,0.01750378739184178,-0.0333106756428407,0.107048144,0.0128387
1871.0,0.1146715789769817,0.07206929213183759,0.0150101529888551,0.00018690141088456826,0.06615115513631636,-7.77896464599057e-05,0.00864831505582051,0.0,-0.1798718287818876,0.01761410630407911,-0.0338651984105201,0.107048144,0.0276215
1872.0,0.11751116344599954,0.07310553549119014,0.01526152786476233,0.00019562290757435343,0.06645254467779264,-8.153461253142458e-05,0.008772664258942816,0.0,-0.18267774659876435,0.017724425710754017,-0.0345103414747416,0.103250345,0.0196106
1873.0,0.12028838367403116,0.07414056842199127,0.015596956825743228,0.00020434259703793996,0.06684629696054506,-8.528405129877193e-05,0.008896868210638951,0.0,-0.18514447867410988,0.01783474462299135,-0.0351667917291353,0.040076989,0.006665
1874.0,0.12287976112739417,0.07517458021733,0.015932323168861284,0.00021306366519405776,0.06754119309252724,-8.90391147309425e-05,0.0090209496260796,0.0,-0.18739169250512552,0.01794506353522868,-0.0358305046916219,0.103360643,-0.0047211
1875.0,0.12558094159246438,0.07637999472002334,0.016183459743633184,0.00022220382340979548,0.06805367189129673,-9.29797624908555e-05,0.0091655993664028,0.0,-0.189739567818198,0.018055382941903585,-0.03650182519976591,0.107048144,-0.0261688
1876.0,0.1282663114113027,0.07758424776738321,0.016350487415100295,0.00023201537571598954,0.0686400493226818,-9.721546498097477e-05,0.009310109732085984,0.0,-0.1921316924444506,0.01816570185414092,-0.0371804535447202,0.107048144,-0.03591
1877.0,0.13094942794861694,0.07861513176814085,0.0166015808897011,0.00024232957837051194,0.06921257974483504,-0.00010167418138491631,0.009433815812176902,0.0,-0.19442484647363933,0.018276021260815824,-0.037866172366737,0.107048144,-0.0421906
1878.0,0.133625143786097,0.07964480449572921,0.016936735009477868,0.0002531461716454908,0.06979591286993345,-0.00010635643315340839,0.009557376539487504,0.0,-0.19670223782167606,0.018386340173053153,-0.03855920506776,0.107048144,-0.0501801
1879.0,0.1364049630351457,0.08067346987864212,0.01727173850796221,0.00026438384705962235,0.0703936032764619,-0.00011122758232392226,0.009680816385437054,0.0,-0.1990314550104898,0.01849665908529048,-0.0392594028572928,0.10578678,-0.0484711
1880.0,0.13936590380598338,0.08187247576949067,0.017606593085579055,0.0002761264811007322,0.0710152695572743,-0.00011632452073418898,0.00982469709233888,0.0,-0.20141548052377603,0.018606978491965392,-0.039966309248004095,0.083533611,-0.0293518
1881.0,0.14249931482452532,0.08324123158205941,0.017941290149370053,0.00028845478637152893,0.07171708651689997,-0.00012168295123419783,0.009988947789847128,0.0,-0.20488374342551563,0.018751894190358467,-0.0407046552549429,0.083570324,-0.0027771
1882.0,0.14523045578750093,0.08460823679758615,0.018275900744166823,0.00030128431302503035,0.07231122166436059,-0.00012726683601873648,0.010152988415710338,0.0,-0.20808125973864233,0.018896809888751545,-0.0413926964080396,0.105823908,-0.0085236
