Year,CO2_ppm,CH4_ppb,N2O_ppb,CF4_ppt,C2F6_ppt,C6F14_ppt,HFC23_ppt,HFC32_ppt,HFC43_10_ppt,HFC125_ppt,HFC134a_ppt,HFC143a_ppt,HFC227ea_ppt,HFC245fa_ppt,SF6_ppt,CFC_11_ppt,CFC_12_ppt,CFC_113_ppt,CFC_114_ppt,CFC_115_ppt,CARB_TET_ppt,MCF_ppt,HCFC_22_ppt,HCFC_141_ppt,HCFC_142_ppt,HALON1211_ppt,HALON1202_ppt,HALON1301_ppt,HALON2402_ppt,CH3BR_ppt,CH3CL_ppt
1829.0,280.3793427979639,768.8464862030057,274.5884245990429,34.49640850654269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.097501287159844,547.9956352013023
1830.0,280.45377890523315,769.7985356499642,274.63011446375384,34.4963895875041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.097501287159844,547.9956352013023
1831.0,280.5275639913381,770.7451359074092,274.6727049410879,34.496370334507844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.097501287159844,547.9956352013023
1832.0,280.5981564899507,771.6832117877531,274.71626953796266,34.49635074496439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.097501287159844,547.9956352013023
1833.0,280.6684079928695,772.6154580661814,274.76082075328316,34.496330816156025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.097501287159844,547.9956352013023
1834.0,280.73967741813146,773.5470115886977,274.8063508544491,34.49631054533305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.097501287159844,547.9956352013023
1835.0,280.81306883643475,774.4829900424647,274.85287232228245,34.496289929617625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.097501287159844,547.9956352013023
1836.0,280.8768156712382,775.4284976019751,274.90039754797317,34.49626896606783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.097501287159844,547.9956352013023
1837.0,280.9442146263308,776.3887356889626,274.94897911223114,34.49624765161363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.097501287159844,547.9956352013023
1838.0,281.01661309649023,777.3687855483973,274.9986490373921,34.496225983120915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.097501287159844,547.9956352013023
