v YEARS/GAS >,FossilCO2,OtherCO2,CH4,N2O,SOx,CO,NMVOC,NOx,BC,OC,NH3,CF4,C2F6,C6F14,HFC23,HFC32,HFC43_10,HFC125,HFC134a,HFC143a,HFC227ea,HFC245fa,SF6,CFC_11,CFC_12,CFC_113,CFC_114,CFC_115,CARB_TET,MCF,HCFC_22,HCFC_141B,HCFC_142B,HALON1211,HALON1202,HALON1301,HALON2402,CH3BR,CH3CL
1969,3.8,1.2383879,262.9114,5.784831,61.744424,795.31539,159.97494,24.352208,5.5231581,26.650241,21.712835,13.489449,0.69612398,0,1.6090657,0,0,0,0,0,0,0,0.7882605,194.513,294.486,21.388,9.344,1.283,127,134.875,39.381,0,0,0.229,0.026,0.024,0.15,172.423,3456.224
1970,4.076,1.1971129,265.96005,5.9368752,63.366132,809.39537,163.81664,25.026341,5.5661029,26.918742,22.366503,11.992564,0.73695798,0,1.7489948,0,0,0.05544628,0,0.35640391,0,0,0.78850599,221.119,321.743,24.494,9.687,1.537,127,141.326,43.652,0,0,0.329,0.035,0.043,0.197,173.518,3464.95
1971,4.231,1.0708913,270.02505,5.6049759,63.545863,825.18291,167.16131,25.809673,5.7038725,27.221794,23.042459,13.489967,0.7799133,0,1.901128,0,0,0.057318506,0,0.36316592,0,0,1.0506594,243.137,346.609,28.094,10.052,1.803,127,170.133,47.746,0,0.613,0.461,0.044,0.1,0.252,174.646,3472.409
1972,4.399,1.0470621,274.09004,5.9181309,63.725594,840.97046,170.50597,26.593006,5.8416421,27.524846,23.75562,13.490244,0.82499011,0,2.066494,0,0,0.059192895,0,0.36993573,0,0,0.78907883,274.26,378.471,32.236,10.471,2.127,127,214.168,54.79,0,0.613,0.63,0.055,0.17,0.313,175.809,3478.741
1973,4.6349999,1.0330987,278.15504,6.0449043,63.905326,856.758,173.85064,27.376338,5.9794117,27.827898,24.494072,13.490523,0.87218868,0,2.2462442,0,0,0.061069449,0,0.37671337,0,0,1.0512322,314.04,419.239,36.92,10.883,2.495,127,266.209,61.912,0,0.613,0.839,0.067,0.277,0.391,177.007,3484.114
1974,4.644,1.0387371,282.22003,5.9406002,64.085057,872.54555,177.19531,28.159671,6.1171813,28.13095,25.2459,11.993645,0.9215092,0,2.4416297,0,0,0.062948171,0,0.38349883,0,0,1.0515595,345.881,454.701,42.295,11.29,2.921,127,305.489,62.543,0,0.613,1.086,0.08,0.372,0.468,178.243,3488.632
1975,4.615,1.0315876,286.28503,6.1409693,64.264788,888.3331,180.53997,28.943004,6.2549509,28.434002,25.999188,13.49105,0.97295172,0,2.6540105,0,0,0.064829061,0,0.39029213,0,0,1.0518869,335.741,442.834,48.505,11.734,3.391,127,308.992,70.487,0,0.613,1.365,0.095,0.524,0.544,179.517,3492.425
1976,4.883,1.0906077,290.35002,6.3042588,64.444519,904.12064,183.88464,29.726336,6.3927205,28.737055,26.742024,13.491328,1.0265167,0,2.8848647,0,0,0.066712124,0,0.39709328,0,0,1.57603,343.24,432.28,55.552,12.2,3.943,127,382.3,78.51,0,0.613,1.767,0.11,0.783,0.621,180.83,3495.619
1977,5.029,1.0939874,294.41502,6.534405,64.624251,919.90819,187.2293,30.509669,6.5304901,29.040107,27.462492,11.994452,1.0822044,0,3.5660804,0,0,0.068597361,0,0.40390227,0,0,1.8384289,330.711,419.447,63.634,12.68,4.582,127,462.112,85.789,0,0.613,2.035,0.127,1.006,0.697,182.185,3498.281
1978,5.105,1.09037,298.48002,6.6193729,64.803982,935.69573,190.57397,31.293001,6.6682597,29.343159,28.148677,13.491857,1.1400146,0,3.7964008,0,0,0.070484772,0,0.05429956,0,0,2.3628175,359.009,424.498,72.896,13.168,5.337,127,587.319,92.012,0,0.613,2.454,0.145,1.253,0.774,183.581,3500.505
1979,5.387,1.0647127,302.54501,7.007773,64.983713,951.48328,193.91864,32.076334,6.8060293,29.646211,28.788664,11.994981,1.1999481,0,4.0275411,0,0,0.072374362,0,0.054330947,0,0,2.8873698,274.357,357.266,83.489,13.661,6.228,127,489.712,99.321,0,0.613,2.928,0.161,1.548,0.85,185.022,3502.36
1980,5.332,1.0252096,306.61001,7.0613923,65.163444,967.27082,197.2633,32.859666,6.9437989,29.949263,29.37054,13.492387,1.2620043,0,4.2595023,0,0,0.018814427,0,0.76720931,0,0,3.1501778,304.998,432.044,95.641,14.194,7.006,121.849,550.707,104.973,0,0.613,3.453,0.185,1.805,0.927,186.506,3503.915
1981,5.168,1.0448621,310.01251,6.8417522,65.043883,980.4447,199.79888,33.357242,7.0210048,30.456334,29.931853,11.995499,1.3261846,0,4.4921574,0,0,0.066288365,0,0.78079292,0,0,3.4130677,289.529,386.347,104.421,14.121,7.743,110.093,505.097,106.406,0,1.25,3.946,0.206,2.139,1.003,188.038,3505.193
1982,5.127,1.1904055,313.415,7.1189858,64.924321,993.61858,202.33446,33.854818,7.0982107,30.963404,30.508393,13.492893,1.392488,0,4.7256142,0,0,0.073594133,0,0.081528294,0,0,3.6760394,252.419,400.317,108.943,13.905,8.399,123.807,505.343,116.821,0,0.961,4.522,0.229,2.645,1.105,189.616,3506.255
1983,5.11,1.2255201,316.8175,7.2168971,64.80476,1006.7925,204.87003,34.352393,7.1754165,31.470475,31.085608,11.996004,1.4609153,0,4.9598729,0,0,0.073496743,0,0.79436576,0,0,3.939093,299.092,408.416,120.93,14.252,9.207,135.729,553.718,125.343,0,1.165,5.168,0.249,2.98,1.183,191.243,3507.154
1984,5.29,1.2600833,320.22,7.0481314,64.685199,1019.9663,207.40561,34.849969,7.2526224,31.977546,31.648945,11.996242,1.5314669,0,5.1949332,0,0,0.018263078,0,0.80794309,0,0,3.9403205,310.901,432.125,177.397,14.781,9.71,134.867,569.476,130.447,0,1.331,6.032,0.269,3.475,1.262,192.92,3507.882
1985,5.444,1.2753449,323.6225,7.0169243,64.565637,1033.1402,209.94119,35.347545,7.3298282,32.484616,32.183851,11.99648,1.6041426,0,5.4307947,0,0,-0.080681159,0,0.10867413,0,0,4.7272717,315.327,407.669,128.622,15.705,9.792,109.714,546.714,138.367,0,1.011,7.083,0.289,3.997,1.355,194.648,3508.496
1986,5.61,1.2872023,327.025,7.0704917,64.446076,1046.3141,212.47677,35.845121,7.4070341,32.991687,32.675774,13.493874,1.678943,0,5.6674573,0,0,0.075292049,0,0.82150728,0,0,4.9906525,388.346,502.712,169.103,16.379,10.152,149.931,539.076,146.048,0,3.575,8.22,0.309,4.579,1.434,196.427,3508.999
1987,5.753,1.2940086,330.42749,7.4616728,64.326514,1059.488,215.01235,36.342696,7.48424,33.498757,33.110161,11.996986,1.7558675,0,5.9049208,0,0,0.17780496,0,1.5479209,0,0,4.7302994,387.277,453.238,250.222,16.667,10.807,115.608,647.608,162.883,0,3.773,9.656,0.329,5.109,1.504,198.259,3509.425
1988,5.964,1.3167248,333.82999,7.2025077,64.206953,1072.6618,217.54792,36.840272,7.5614458,34.005828,33.472458,11.997224,1.8349176,0,6.1431847,0,0,0.18118326,0,0.86222749,0,0,4.9936804,303.816,507.99,245.07,16.593,11.493,135.667,635.816,180.113,0,4.458,11.362,0.349,5.696,1.728,200.146,3509.774
1989,6.089,1.3236436,337.23249,7.3310397,64.087391,1085.8357,220.0835,37.337848,7.6386517,34.512898,33.748114,11.997462,1.9160924,0,6.3822492,0,0,0.18829422,0.94505787,0.87579234,0,0,5.519051,301.477,385.52,204.109,15.725,12.26,118.146,564.767,186.15,0,6.174,11.605,0.369,5.482,1.73,202.087,3510.061
1990,6.144,1.3194833,340.63499,7.5856812,63.96783,1099.0096,222.61908,37.835424,7.7158575,35.019969,33.922575,11.997683,2.0735678,0,6.6218233,0,0,0.18594167,1.0101542,0.88920979,0,0,5.5207695,291.464,405.617,203.131,14.022,12.363,143.171,694.142,195.69,0,11.322,11.702,0.389,5.119,1.73,204.082,3510.299
1991,6.235,1.3809799,336.59218,7.4023631,62.955167,1095.9087,221.41947,37.868111,7.7247518,35.072322,34.026024,11.997905,2.3729101,0,6.8621776,0,0,0.19092079,2.1776448,0.90261206,0.004710024,0,5.7843959,190.405,309.884,198.928,13.243,12.135,70.607,573.576,204.801,0,16.556,11.426,0.409,4.094,1.735,206.133,3510.501
1992,6.118,1.3035304,332.54937,7.7989323,61.942504,1092.8078,220.21986,37.900799,7.733646,35.124675,34.113528,11.998111,2.3731469,0,7.102985,0,0,0.28889991,4.2079892,1.6286536,0.004710028,0,5.7861962,203.23,303.369,121.343,10.324,12.018,91.022,554.986,185.994,0,20.911,9.343,0.429,2.74,1.715,208.24,3510.656
1993,6.124,1.2981006,328.50656,7.3131034,60.929841,1089.707,219.02026,37.933487,7.7425403,35.177028,34.207861,11.998354,2.3733837,0,7.3453102,0,0,0.3768163,8.4161579,2.3685965,0.18499007,0,6.3118123,144.94,228.999,67.857,8.322,11.681,85.436,372.232,188.092,23.101,22.5,10.23,0.509,3.344,1.7,210.402,3510.801
1994,6.242,1.2895956,324.46375,7.5072841,59.917178,1086.6061,217.82065,37.966174,7.7514345,35.229381,34.331799,11.998587,2.3736205,0,7.588207,0,0,1.8251048,21.399077,3.8347584,0.1819901,0,5.0042369,127.137,232.722,61.065,6.105,11.011,77.289,244.236,179.101,33.844,25.599,9.105,0.589,4.75,1.68,212.619,3510.907
1995,6.372,1.2750104,320.42094,7.6191035,58.904515,1083.5052,216.62104,37.998862,7.7603288,35.281735,34.508115,10.501674,2.3738573,0,10.211528,0,0,2.9802177,29.726101,6.0409628,0.099994794,0,6.0534232,119.235,194.71,22.978,4.784,9.083,85.021,201.637,243.238,41.961,24.275,10.035,0.669,3.991,1.3,200.199,3511.005
1996,6.51,1.2511025,316.37814,7.6520638,57.891852,1080.4043,215.42143,38.03155,7.769223,35.334088,34.960533,11.999071,2.3740941,0,10.248182,0,0,3.4188812,40.584859,6.1499876,0.43697783,0,6.0553054,115.437,178.907,27.962,2.943,7.019,70.403,89.184,211.181,51.431,26.411,10.743,0.729,2.691,0.85,201.834,3511.082
1997,6.619,1.2181397,312.33533,7.9097526,56.879189,1077.3034,214.22182,38.064237,7.7781173,35.386441,35.833672,11.999322,2.3743309,0,10.284399,0,0,5.354049,50.643567,6.2587493,0.40797848,0,4.4857403,95.388,160.981,18.663,1.886,5.429,74.423,62.53,208.614,46.639,22.493,9.909,0.789,2.594,0.7,207.696,3511.082
1998,6.588,1.2148431,308.29252,7.8957263,55.866526,1074.2026,213.02222,38.096925,7.7870115,35.438794,37.03165,11.999575,2.3745677,0,10.320704,0.087305408,0,7.2031812,59.652126,6.3676829,0.92795208,0,4.7490393,92.401,152.715,14.831,1.199,4.223,84.361,29.412,249.912,58.131,27.683,9.837,0.607,2.491,0.71,206.946,3511.082
1999,6.569,1.1827892,304.24971,7.5269849,54.853863,1071.1017,211.82261,38.129612,7.7959058,35.491147,38.458587,10.502692,2.3748045,0,10.357655,0.78573737,0,8.1531677,67.043997,6.4775249,1.35393,0,6.3219597,94.931,145.169,14.362,0.784,3.32,69.242,24.668,230.91,55.817,28.047,9.806,0.467,2.39,0.631,195.938,3511.082
2000,6.826918919,1.189794595,310.187,6.00199375,55.5745,886.565,195.324,50.19740741,7.4574,27.982,54.5096,9.9232,2.8154,0.8271,9.2978,1.4115,0.5742,10.6407,99.6574,8.5988,0.8632,0.034,5.2735,76.3301,122.766,9.4044,3.9867,2.3476,72.6514,19.4712,263.606,56.3417,25.7302,9.4801,0,1.9694,0.7715,165.259,5074.27
2001,6.890243243,0.952559459,312.896,6.07640625,55.962,881.67,196.188,50.33555556,7.5918,27.878,54.7099,10.5933,3.0481,0.7137,8.984,1.654,0.6387,11.0753,96.2433,9.8521,0.9428,0.8062,5.3282,68.2715,111.641,5.9591,3.2771,1.16,70.657,19.8069,261.606,56.3688,24.4905,8.8338,0,2.3248,0.7461,165.599,5094.23
2002,7.02972973,1.060364865,322.279,6.24485625,55.601,970.724,218.46,50.97037037,8.0465,33.8082,57.0767,11.9822,3.4534,0.6429,9.7209,2.8038,0.7333,12.2145,102.733,11.6176,1.2108,2.9171,5.4976,63.4848,101.905,3.1514,2.4206,0.9501,70.4567,12.3027,270.322,50.8432,25.1561,8.3686,0,2.2798,0.6766,161.141,5096.59
2003,7.353351351,0.892383784,328.124,6.312375,57.552,944.747,214.403,51.92333333,8.2417,34.3622,57.6904,12.5799,3.1633,0.5721,11.0054,4.7857,0.8537,15.6405,117.406,13.1148,1.5605,5.2265,5.5417,62.278,97.8448,5.7693,1.7336,0.7451,69.839,10.1229,287.309,44.4412,25.0709,8.0831,0,2.0263,0.602,158.928,5113.75
2004,7.737567568,1.028237838,338.942,6.471625,60.247,945.547,216.687,54.2037037,8.5425,32.3303,58.1136,12.1949,2.203,0.4871,12.7126,5.4873,0.9741,15.7589,125.651,13.0975,2.051,6.6512,5.648,60.9668,87.6541,9.2168,1.473,0.7567,66.9986,9.747,307.577,49.1358,28.5549,7.5268,0,2.1193,0.5529,156.217,5141.44
2005,8.01572973,1.015802703,346.396,6.572875,62.4905,950.592,218.788,55.5,8.8401,32.724,58.8834,11.0608,1.948,0.4162,14.6265,6.3607,1.0846,16.1437,126.492,12.4343,2.3655,7.0792,6.2799,60.3312,71.9566,4.6297,1.814,0.5807,63.1956,7.5405,329.525,53.9555,33.4475,6.9433,0,1.8948,0.4697,154.123,5209.98
2006,8.277810811,1.082143243,356.47,6.751625,62.948,986.151,229.895,56.73703704,8.9256,34.3551,60.3797,10.2173,2.0454,0.3596,12.6398,8.3862,1.1852,19.8911,133.41,14.1185,2.3532,6.8754,6.9409,63.0372,65.5753,0.6451,1.751,0.5871,60.0481,9.319,346.305,51.9116,36.4898,6.3118,0,1.5902,0.4358,152.415,5272.27
2007,8.59772973,0.956927027,355.023,6.4771875,62.544,945.87,219.706,58.55148148,9.2845,33.2773,60.9658,9.3272,1.7666,0.2887,9.3263,8.403,1.2649,26.5952,127.257,16.3997,2.4154,6.6981,6.9754,64.7375,61.6238,4.5089,1.5546,0.7828,57.2572,9.6981,357.265,49.9535,37.1097,5.7707,0,1.7022,0.5916,147.289,5250.68
2008,8.649216216,0.661916216,360.492,6.5185625,61.1805,912.51,214.695,58.43518519,9.0919,31.619,61.3164,9.0353,1.746,0.2745,8.8123,10.6694,1.3165,30.8156,138.287,17.5441,2.6197,7.076,6.8835,63.0609,57.1085,8.3395,1.9164,0.457,56.8377,6.3376,362.724,54.8815,33.0916,5.5738,0,1.6171,0.6384,144.473,5191.69
2009,8.502486486,0.747610811,364.2,6.5916875,58.6295,917.729,218.758,56.54703704,9.1095,31.7725,61.378,9.6855,1.7996,0.2604,9.9336,16.2233,1.4335,33.9269,160.108,21.1428,2.9667,7.8522,7.1599,60.0651,54.7882,5.7877,1.6755,0.3835,55.3553,3.7694,366.556,61.5063,32.0814,5.2571,0,1.7273,0.4772,144.243,5145.27
2010,8.889297297,0.876605405,370.896,6.587375,58.1585,953.229,224.602,57.56296296,9.6651,34.6105,62.4445,10.4895,1.7742,0.2321,11.2476,15.9145,1.3376,35.0695,165.044,20.4609,3.1827,8.7779,7.2759,58.8601,52.2712,4.407,1.4644,0.659,56.0909,2.4615,361.747,65.2095,29.8518,4.8976,0,1.8512,0.3966,142.674,5179.97
2011,9.167027027,0.904875676,372.658,6.529,58.743,906.767,218.629,58.99111111,9.4789,32.5183,62.3987,11.0568,1.8468,0.2322,12.4982,20.4152,1.1291,43.3304,190.477,22.1586,3.4106,9.4655,7.4657,62.4156,52.1207,4.6238,2.0468,0.856,57.5659,3.0036,366.944,67.6906,28.6456,4.3362,0,2.0962,0.3911,140.422,5252.93
2012,9.296459459,0.961362162,380.81,6.6211875,57.835,949.602,229.107,58.60740741,9.7053,35.8269,63.8485,9.661,1.795,0.2323,12.5916,24.0671,0.9855,45.815,205.006,21.423,3.2771,9.0542,7.7063,70.2352,53.3588,5.4529,2.052,0.7169,59.4649,3.0097,356.29,63.3115,25.4683,3.838,0,1.7329,0.4159,136.715,5232.33
2013,9.566567568,0.90982973,381.594,6.724375,57.324,901.239,219.381,57.79185185,9.5605,33.2456,63.651,8.3027,1.6325,0.2323,11.6042,21.4529,0.8723,38.8888,202.018,23.8069,2.9986,9.7859,7.6862,75.7408,54.8199,6.5168,1.9409,0.6133,62.5129,1.8384,342.898,59.8178,19.4671,3.5746,0,0.9626,0.4444,133.393,5231.23
2014,9.625837838,1.085235135,387.874,6.7914375,57.0045,964.048,233.526,57.64444444,9.7444,36.1458,65.0369,9.8735,1.6517,0.2997,12.991,30.4858,1.1516,57.1243,200.025,25.2487,3.5393,10.1025,7.8784,54.9365,28.9612,2.8024,1.6696,1.1149,53.5475,1.2625,358.881,59.82,22.47,3.481,0,1.2299,0.3854,133.679,5358.5
2015,9.631162162,0.950659459,388.073,6.8125,50.3855,934.35,227.245,57.6,9.7274,34.746,65.2797,10.8699,1.57,0.35,14.4857,38.5792,1.1516,78.7906,201.953,32.381,3.6633,11.7285,8.02,43.5734,14.6096,0.8742,1.6696,1.6714,47.5476,0,358.881,59.82,22.47,3.2933,0,1.3378,0.3481,133.823,5404.81
2016,9.557369415,0.752546302,371.4103613,6.757507167,48.04178,901.92874,218.3442,57.11619048,9.3051,33.5335,62.78105143,9.55394,1.5168,0.31688,11.81904,42.99176,2.36638,76.45058,212.61658,47.80244,3.63986,12.12446,7.1277,41.88082,12.88774,0.78156,1.51524,1.61422,45.01716,0,351.625,60.84288,21.99016,3.07158,0,1.29166,0.33428,133.4336,5377.546
2017,9.483576669,0.554433144,354.7477227,6.702514334,45.69806,869.50748,209.4434,56.63238095,8.8828,32.321,60.28240286,8.23798,1.4636,0.28376,9.15238,47.40432,3.58116,74.11056,223.28016,63.22388,3.61642,12.52042,6.2354,40.18824,11.16588,0.68892,1.36088,1.55704,42.48672,0,344.369,61.86576,21.51032,2.84986,0,1.24552,0.32046,133.0442,5350.282
2018,9.409783922,0.356319986,338.085084,6.6475215,43.35434,837.08622,200.5426,56.14857143,8.4605,31.1085,57.78375429,6.92202,1.4104,0.25064,6.48572,51.81688,4.79594,71.77054,233.94374,78.64532,3.59298,12.91638,5.3431,38.49566,9.44402,0.59628,1.20652,1.49986,39.95628,0,337.113,62.88864,21.03048,2.62814,0,1.19938,0.30664,132.6548,5323.018
2019,9.335991175,0.158206828,321.4224453,6.592528667,41.01062,804.66496,191.6418,55.6647619,8.0382,29.896,55.28510571,5.60606,1.3572,0.21752,3.81906,56.22944,6.01072,69.43052,244.60732,94.06676,3.56954,13.31234,4.4508,36.80308,7.72216,0.50364,1.05216,1.44268,37.42584,0,329.857,63.91152,20.55064,2.40642,0,1.15324,0.29282,132.2654,5295.754
2020,9.262198428,-0.03990633,304.7598067,6.537535834,38.6669,772.2437,182.741,55.18095238,7.6159,28.6835,52.78645714,4.2901,1.304,0.1844,1.1524,60.642,7.2255,67.0905,255.2709,109.4882,3.5461,13.7083,3.5585,35.1105,6.0003,0.411,0.8978,1.3855,34.8954,0,322.601,64.9344,20.0708,2.1847,0,1.1071,0.279,131.876,5268.49
2021,9.29864565,-0.064139849,307.5418255,6.591012893,37.93825,761.78891,181.72893,54.73399365,7.55542,28.4799,53.01892,4.354307513,1.323327513,0.171627513,1.1063,61.78133,7.31549,70.84598,256.5563612,114.07415,3.61521,14.51182,3.6318216,33.87909,5.50149,0.37899,0.83396,1.34214,33.28538,0,304.6719,63.8402,19.22657,2.06237,0,1.07222,0.26903,131.5538,5240.394
2022,9.335092871,-0.088373367,310.3238444,6.644489953,37.2096,751.33412,180.71686,54.28703492,7.49494,28.2763,53.25138286,4.418515025,1.342655025,0.158855025,1.0602,62.92066,7.40548,74.60146,257.8418223,118.6601,3.68432,15.31534,3.7051432,32.64768,5.00268,0.34698,0.77012,1.29878,31.67536,0,286.7428,62.746,18.38234,1.94004,0,1.03734,0.25906,131.2316,5212.298
2023,9.371540092,-0.112606885,313.1058633,6.697967012,36.48095,740.87933,179.70479,53.84007619,7.43446,28.0727,53.48384571,4.482722538,1.361982538,0.146082538,1.0141,64.05999,7.49547,78.35694,259.1272835,123.24605,3.75343,16.11886,3.7784648,31.41627,4.50387,0.31497,0.70628,1.25542,30.06534,0,268.8137,61.6518,17.53811,1.81771,0,1.00246,0.24909,130.9094,5184.202
2024,9.407987313,-0.136840404,315.8878822,6.751444072,35.7523,730.42454,178.69272,53.39311746,7.37398,27.8691,53.71630857,4.546930051,1.381310051,0.133310051,0.968,65.19932,7.58546,82.11242,260.4127446,127.832,3.82254,16.92238,3.8517864,30.18486,4.00506,0.28296,0.64244,1.21206,28.45532,0,250.8846,60.5576,16.69388,1.69538,0,0.96758,0.23912,130.5872,5156.106
2025,9.444434534,-0.161073922,318.6699011,6.804921131,35.02365,719.96975,177.68065,52.94615873,7.3135,27.6655,53.94877143,4.611137564,1.400637564,0.120537564,0.9219,66.33865,7.67545,85.8679,261.6982058,132.41795,3.89165,17.7259,3.925108,28.95345,3.50625,0.25095,0.5786,1.1687,26.8453,0,232.9555,59.4634,15.84965,1.57305,0,0.9327,0.22915,130.265,5128.01
2026,9.471228223,-0.186985965,321.3310454,6.8586798,34.295,709.51496,176.66858,52.4992,7.25302,27.4619,54.18123429,4.672063281,1.416683281,0.104483281,0.8758,67.47798,7.76544,89.62338,262.3869758,137.0039,3.96076,18.52942,3.9971061,27.72204,3.00744,0.21894,0.51476,1.12534,25.23528,0,215.0264,58.3692,15.00542,1.45072,0,0.89782,0.21918,129.9428,5099.914
2027,9.498021911,-0.212898009,323.9921898,6.912438469,33.56635,699.06017,175.65651,52.05224127,7.19254,27.2583,54.41369714,4.732988998,1.432728998,0.088428998,0.8297,68.61731,7.85543,93.37886,263.0757458,141.58985,4.02987,19.33294,4.0691042,26.49063,2.50863,0.18693,0.45092,1.08198,23.62526,0,197.0973,57.275,14.16119,1.32839,0,0.86294,0.20921,129.6206,5071.818
2028,9.5248156,-0.238810052,326.6533342,6.966197139,32.8377,688.60538,174.64444,51.60528254,7.13206,27.0547,54.64616,4.793914716,1.448774716,0.072374716,0.7836,69.75664,7.94542,97.13434,263.7645158,146.1758,4.09898,20.13646,4.1411023,25.25922,2.00982,0.15492,0.38708,1.03862,22.01524,0,179.1682,56.1808,13.31696,1.20606,0,0.82806,0.19924,129.2984,5043.722
2029,9.551609288,-0.264722096,329.3144786,7.019955808,32.10905,678.15059,173.63237,51.15832381,7.07158,26.8511,54.87862286,4.854840433,1.464820433,0.056320433,0.7375,70.89597,8.03541,100.88982,264.4532858,150.76175,4.16809,20.93998,4.2131004,24.02781,1.51101,0.12291,0.32324,0.99526,20.40522,0,161.2391,55.0866,12.47273,1.08373,0,0.79318,0.18927,128.9762,5015.626
2030,9.578402976,-0.290634139,331.9756229,7.073714477,31.3804,667.6958,172.6203,50.71136508,7.0111,26.6475,55.11108571,4.915766151,1.480866151,0.040266151,0.6914,72.0353,8.1254,104.6453,265.1420558,155.3477,4.2372,21.7435,4.2850985,22.7964,1.0122,0.0909,0.2594,0.9519,18.7952,0,143.31,53.9924,11.6285,0.9614,0,0.7583,0.1793,128.654,4987.53
2031,9.500775308,-0.281598628,331.8979351,7.102376897,30.95234,659.42014,172.00391,50.45641905,6.95612,26.40977,55.23439643,4.883412492,1.466292492,0.034282492,0.6636,72.90294,8.24933,104.84949,260.9053721,155.65224,4.24764,21.85426,4.27120728,21.99688,0.92805,0.08382,0.24097,0.92215,17.92802,0,131.00788,51.76981,10.82566,0.90757,0,0.7344,0.1729,128.6079,4985.101
2032,9.42314764,-0.272563116,331.8202473,7.131039317,30.52428,651.14448,171.38752,50.20147302,6.90114,26.17204,55.35770714,4.851058833,1.451718833,0.028298833,0.6358,73.77058,8.37326,105.05368,256.6686883,155.95678,4.25808,21.96502,4.25731606,21.19736,0.8439,0.07674,0.22254,0.8924,17.06084,0,118.70576,49.54722,10.02282,0.85374,0,0.7105,0.1665,128.5618,4982.672
2033,9.345519972,-0.263527605,331.7425594,7.159701737,30.09622,642.86882,170.77113,49.94652698,6.84616,25.93431,55.48101786,4.818705175,1.437145175,0.022315175,0.608,74.63822,8.49719,105.25787,252.4320045,156.26132,4.26852,22.07578,4.24342484,20.39784,0.75975,0.06966,0.20411,0.86265,16.19366,0,106.40364,47.32463,9.21998,0.79991,0,0.6866,0.1601,128.5157,4980.243
2034,9.267892304,-0.254492093,331.6648716,7.188364157,29.66816,634.59316,170.15474,49.69158095,6.79118,25.69658,55.60432857,4.786351516,1.422571516,0.016331516,0.5802,75.50586,8.62112,105.46206,248.1953208,156.56586,4.27896,22.18654,4.22953362,19.59832,0.6756,0.06258,0.18568,0.8329,15.32648,0,94.10152,45.10204,8.41714,0.74608,0,0.6627,0.1537,128.4696,4977.814
2035,9.190264636,-0.245456582,331.5871838,7.217026577,29.2401,626.3175,169.53835,49.43663492,6.7362,25.45885,55.72763929,4.753997858,1.407997858,0.010347858,0.5524,76.3735,8.74505,105.66625,243.958637,156.8704,4.2894,22.2973,4.2156424,18.7988,0.59145,0.0555,0.16725,0.80315,14.4593,0,81.7994,42.87945,7.6143,0.69225,0,0.6388,0.1473,128.4235,4975.385
2036,9.122401595,-0.240215311,331.6957532,7.247173225,28.81204,618.04184,168.92196,49.18168889,6.68122,25.22112,55.85095,4.72776859,1.39954859,0.01048859,0.5246,77.24114,8.86898,105.87044,241.3078653,157.17494,4.29984,22.40806,4.2061082,17.99928,0.5073,0.04842,0.14882,0.7734,13.59212,0,69.49728,40.65686,6.81146,0.63842,0,0.6149,0.1409,128.3774,4972.956
2037,9.054538554,-0.234974039,331.8043226,7.277319872,28.38398,609.76618,168.30557,48.92674286,6.62624,24.98339,55.97426071,4.701539323,1.391099323,0.010629323,0.4968,78.10878,8.99291,106.07463,238.6570936,157.47948,4.31028,22.51882,4.196574,17.19976,0.42315,0.04134,0.13039,0.74365,12.72494,0,57.19516,38.43427,6.00862,0.58459,0,0.591,0.1345,128.3313,4970.527
2038,8.986675513,-0.229732768,331.9128921,7.30746652,27.95592,601.49052,167.68918,48.67179683,6.57126,24.74566,56.09757143,4.675310055,1.382650055,0.010770055,0.469,78.97642,9.11684,106.27882,236.0063219,157.78402,4.32072,22.62958,4.1870398,16.40024,0.339,0.03426,0.11196,0.7139,11.85776,0,44.89304,36.21168,5.20578,0.53076,0,0.5671,0.1281,128.2852,4968.098
2039,8.918812472,-0.224491497,332.0214615,7.337613168,27.52786,593.21486,167.07279,48.41685079,6.51628,24.50793,56.22088214,4.649080788,1.374200788,0.010910788,0.4412,79.84406,9.24077,106.48301,233.3555502,158.08856,4.33116,22.74034,4.1775056,15.60072,0.25485,0.02718,0.09353,0.68415,10.99058,0,32.59092,33.98909,4.40294,0.47693,0,0.5432,0.1217,128.2391,4965.669
2040,8.850949431,-0.219250226,332.130031,7.367759815,27.0998,584.9392,166.4564,48.16190476,6.4613,24.2702,56.34419286,4.62285152,1.36575152,0.01105152,0.4134,80.7117,9.3647,106.6872,230.7047785,158.3931,4.3416,22.8511,4.1679714,14.8012,0.1707,0.0201,0.0751,0.6544,10.1234,0,20.2888,31.7665,3.6001,0.4231,0,0.5193,0.1153,128.193,4963.24
2041,8.751736056,-0.211638801,334.018393,7.427241513,26.82002,580.51137,166.3214,47.95219048,6.40511,24.01021,56.35807214,4.623467188,1.360597188,0.009087188,0.39669,80.10128,9.53775,105.6681,226.5886612,157.18093,4.35444,22.93324,4.20500336,14.28209,0.15651,0.01853,0.06976,0.63394,9.65632,0,18.44825,30.40609,3.34117,0.39941,0,0.50294,0.11118,128.126,4960.807
